SourceFile,ElementType,Name,Type,ReturnType,Symbol,Path,Description,Parameters
Functions.xml,Method,"MonitorGet([N, &Left, &Top, &Right, &Bottom])",,Integer,,,; Checks if the specified monitor exists and optionally retrieves its bounding coordinates.,
Functions.xml,Method,MonitorGetCount(),,Integer,,,; Returns the total number of monitors.,
Functions.xml,Method,MonitorGetName([Num]),,String,,,; Returns the operating system's name of the specified monitor.,
Functions.xml,Method,MonitorGetPrimary(),,Integer,,,; Returns the number of the primary monitor.,
Functions.xml,Method,"MonitorGetWorkArea([N, &Left, &Top, &Right, &Bottom])",,Integer,,,; Checks if the specified monitor exists and optionally retrieves the bounding coordinates of its working area.,
Functions.xml,Method,"MouseClick([WhichButton, X, Y, ClickCount, Speed, DownOrUp, Relative])",,EmptyString,,,"; Clicks or holds down a mouse button, or turns the mouse wheel. Note: The Click function is generally more flexible and easier to use.",
Functions.xml,Method,"MouseClickDrag([WhichButton], X1, Y1, X2, Y2 [, Speed, Relative])",,EmptyString,,,"; Clicks and holds the specified mouse button at x1 y1, drags to x2 y2, and releases button.",
Functions.xml,Method,"MouseClickDrag([WhichButton], , , X2, Y2 [, Speed, Relative])",,EmptyString,,,"; Clicks and holds the specified mouse button at the current x y coordinate, drags to x2 y2, and releases button.",
Functions.xml,Method,"MouseGetPos(OutX, &OutY, &OutWin, &OutControl, Flag)",,EmptyString,,,"; Retrieves the current position of the mouse cursor, and optionally which window and control it is hovering over.",
Functions.xml,Method,"MouseMove(X, Y [, Speed, Relative])",,EmptyString,,,; Moves the mouse cursor.,
Functions.xml,Method,"MsgBox([Text, Title, Options])",,String,,,; Displays the specified text in a small window containing one or more buttons (such as Yes and No).,
Functions.xml,Method,"NumGet(Source, Offset, Type)",,Number,,,; Returns the binary number stored at the specified address+offset.,
Functions.xml,Method,"NumGet(Source, Type)",,Number,,,; Returns the binary number stored at the specified address+offset.,
Functions.xml,Method,"NumPut(Type1, Number1 [, ..., TypeN, NumberN,] Target [, Offset])",,Integer,,,; Stores one or more numbers in binary format at the specified address+offset.,
Functions.xml,Method,ObjAddRef(Ptr),,Integer,,,; Increments an object's reference count.,
Functions.xml,Method,"ObjBindMethod(Obj [, Method, Params])",,BoundFunc,,,; Creates a BoundFunc object which calls a method of a given object.,
Functions.xml,Method,ObjGetBase(Value),,Prototype,,,; Returns the value's base object.,
Functions.xml,Method,ObjGetCapacity(Obj),,Integer,,,; ObjSetCapacity: Retrieve or set an Object's capacity to contain properties.,
Functions.xml,Method,"ObjHasOwnProp(Obj, Name)",,Integer,,,; Returns 1 (true) if an object owns a property by the specified name.,
Functions.xml,Method,ObjOwnPropCount(Obj),,Integer,,,; Retrieve the number of own properties contained by an object.,
Functions.xml,Method,ObjOwnProps(obj),,Enumerator,,,; Enumerates an object's own properties.,
Functions.xml,Method,ObjRelease(Ptr),,Integer,,,; Decrements an object's reference count.,
Functions.xml,Method,"ObjSetBase(Obj, BaseObj)",,EmptyString,,,; Set an object's base object.,
Functions.xml,Method,"ObjSetCapacity(Obj, MaxProps)",,Integer,,,; Retrieve or set an Object's capacity to contain properties.,
Functions.xml,Method,"OnClipboardChange(Callback [, AddRemove])",,EmptyString,,,; Registers a function to be called automatically whenever the clipboard's content changes.,
Functions.xml,Method,"OnError(Callback [, AddRemove])",,EmptyString,,,; Registers a function to be called automatically whenever an unhandled error occurs.,
Functions.xml,Method,"OnExit(Callback [, AddRemove])",,EmptyString,,,; Registers a function to be called automatically whenever the script exits.,
Functions.xml,Method,"OnMessage(MsgNumber, Callback [, MaxThreads])",,Integer,,,; Registers a function to be called automatically whenever the script receives the specified message.,
Functions.xml,Method,Ord(String),,Integer,,,; Returns the ordinal value (numeric character code) of the first character in the specified string.,
Functions.xml,Method,OutputDebug(Text),,EmptyString,,,; Sends a string to the debugger (if any) for display.,
Functions.xml,Method,Pause([NewState]),,EmptyString,,,; Pauses the script's current thread.,
Functions.xml,Method,Persistent(Persist),,Integer,,,"; Prevents the script from exiting automatically when its last thread completes, allowing it to stay running in an idle state.",
Functions.xml,Method,"PixelGetColor(X, Y [, Mode])",,String,,,; Retrieves the color of the pixel at the specified X and Y coordinates.,
Functions.xml,Method,"PixelSearch(&OutX, &OutY, X1, Y1, X2, Y2, ColorID [, Variation])",,Integer,,,; Searches a region of the screen for a pixel of the specified color.,
Functions.xml,Method,"PostMessage(MsgNumber [, wParam, lParam, Control, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Places a message in the message queue of a window or control.,
Functions.xml,Method,ProcessClose(PIDOrName),,Integer,,,; Forces the first11 matching process to close.,
Functions.xml,Method,ProcessExist([PIDOrName]),,Integer,,,; Checks if the specified process exists.,
Functions.xml,Method,ProcessGetName([PIDOrName]),,String,,,; Returns the name of the specified process.,
Functions.xml,Method,ProcessGetParent([PIDOrName]),,Integer,,,; Returns the process ID (PID) of the process which created the specified process.,
Functions.xml,Method,ProcessGetPath([PIDOrName]),,String,,,; Returns the path of the specified process.,
Functions.xml,Method,"ProcessSetPriority(Level [, PIDOrName])",,Integer,,,; Changes the priority level of the first matching process.,
Functions.xml,Method,"ProcessWait(PIDOrName [, Timeout])",,Integer,,,; Waits for the specified process to exist.,
Functions.xml,Method,"ProcessWaitClose(PIDOrName [, Timeout])",,Integer,,,; Waits for all matching processes to close.,
Functions.xml,Method,"Random(NumLow, NumHigh)",,Number,,,; Generates a pseudo-random number.,
Functions.xml,Method,RegCreateKey([KeyName]),,EmptyString,,,; Creates a registry key without writing a value.,
Functions.xml,Method,"RegDelete([KeyName, ValueName])",,EmptyString,,,; Deletes a value from the registry.,
Functions.xml,Method,RegDeleteKey([KeyName]),,EmptyString,,,; Deletes a subkey from the registry.,
Functions.xml,Method,"RegExMatch(Haystack, NeedleRegEx [, &Out, StartingPos])",,Integer,,,; Determines whether a string contains a pattern (regular expression).,
Functions.xml,Method,"RegExReplace(Haystack, NeedleRegEx [, Replacement, &OutCount, Limit, StartingPos])",,String,,,; Replaces occurrences of a pattern (regular expression) inside a string.,
Functions.xml,Method,"RegRead([KeyName, ValueName, Default])",,String,,,OR Integer                                                                                 ; Reads a value from the registry.,
Functions.xml,Method,"RegWrite(Value, ValueType, KeyName [, ValueName])",,EmptyString,,,; Writes a value to the registry.,
Functions.xml,Method,"RegWrite(Value [, ValueType, , ValueName])",,EmptyString,,,; Writes a value to the registry default.,
Functions.xml,Method,Reload(),,EmptyString,,,; Replaces the currently running instance of the script with a new one.,
Functions.xml,Method,"Round(Num [, Precision])",,Number,,,; Returns the specified number rounded to N decimal places.,
Functions.xml,Method,"RTrim(String [, OmitChars])",,String,,,; Trims characters from the beginning and/or end of a string.,
Functions.xml,Method,"Run(Target [, WorkingDir, Options, &OutPID])",,Integer,,,; Runs an external program.,
Functions.xml,Method,"RunAs([User, Password, Domain])",,EmptyString,,,; Specifies a set of user credentials to use for all subsequent Run and RunWait functions.,
Functions.xml,Method,"RunWait(Target [, WorkingDir, Options, &OutPID])",,Integer,,,; Runs an external program and waits until it finishes.,
Functions.xml,Method,Send(Keys),,EmptyString,,,; Sends simulated keystrokes and mouse clicks to the active window.,
Functions.xml,Method,SendEvent(Keys),,EmptyString,,,; Sends simulated keystrokes and mouse clicks to the active window.,
Functions.xml,Method,SendInput(Keys),,EmptyString,,,; Sends simulated keystrokes and mouse clicks to the active window.,
Functions.xml,Method,SendLevel(Level),,Integer,,,; Controls which artificial keyboard and mouse events are ignored by hotkeys and hotstrings.,
Functions.xml,Method,"SendMessage(MsgNumber [, wParam, lParam, Control, WinTitle, WinText, NotInTitle, NotInText, Timeout])",,Integer,,,; Sends a message to a window or control and waits for acknowledgement.,
Functions.xml,Method,SendMode(Mode),,String,,,; Makes Send synonymous with SendEvent or SendPlay rather than the default (SendInput). Also makes Click and MouseMove/Click/Drag use the specified method.,
Functions.xml,Method,SendPlay(Keys),,EmptyString,,,; Sends simulated keystrokes and mouse clicks to the active window.,
Functions.xml,Method,SendText(Keys),,EmptyString,,,; Sends simulated keystrokes and mouse clicks to the active window.,
Functions.xml,Method,SetCapsLockState([State]),,EmptyString,,,; Sets the state of CapsLock. Can also force the key to stay on or off.,
Functions.xml,Method,SetControlDelay(Delay),,Integer,,,; Sets the delay that will occur after each control-modifying function.,
Functions.xml,Method,SetDefaultMouseSpeed(Speed),,Integer,,,"; Sets the mouse speed that will be used if unspecified in Click, MouseMove, MouseClick, and MouseClickDrag.",
Functions.xml,Method,"SetKeyDelay([Delay, PressDuration, Play])",,EmptyString,,,; Sets the delay that will occur after each keystroke sent by Send or ControlSend.,
Functions.xml,Method,"SetMouseDelay(Delay [, Play])",,Integer,,,; Sets the delay that will occur after each mouse movement or click.,
Functions.xml,Method,SetNumLockState([State]),,EmptyString,,,; Sets the state of NumLock. Can also force the key to stay on or off.,
Functions.xml,Method,SetRegView(RegView),,String,,,"; Sets the registry view used by RegRead, RegWrite, RegDelete, RegDeleteKey and Loop Reg, allowing them in a 32-bit script to access the 64-bit registry view and vice versa.",
Functions.xml,Method,SetScrollLockState([State]),,EmptyString,,,; Sets the state of ScrollLock. Can also force the key to stay on or off.,
Functions.xml,Method,SetStoreCapsLockMode(Mode),,Integer,,,; Whether to restore the state of CapsLock after a Send.,
Functions.xml,Method,"SetTimer([Function, Period, Priority])",,EmptyString,,,; Causes a function to be called automatically and repeatedly at a specified time interval.,
Functions.xml,Method,SetTitleMatchMode(MatchMode),,Integer,,,OR String                                                                                           ; Sets the matching behavior of the WinTitle parameter in built-in functions such as WinWait.,
Functions.xml,Method,SetTitleMatchMode(Speed),,Integer,,,OR String                                                                                               ; Sets the matching behavior of the WinTitle parameter in built-in functions such as WinWait.,
Functions.xml,Method,SetWinDelay(Delay),,Integer,,,"; Sets the delay that will occur after each windowing function, such as WinActivate.",
Functions.xml,Method,SetWorkingDir(DirName),,EmptyString,,,; Changes the script's current working directory.,
Functions.xml,Method,Shutdown(Flag),,EmptyString,,,"; Shuts down, restarts, or logs off the system.",
Functions.xml,Method,Sin(Number),,Number,,,; Returns the trigonometric sine of the specified number.,
Functions.xml,Method,Sleep(Delay),,EmptyString,,,; Waits the specified amount of time before continuing.,
Functions.xml,Method,"Sort(String [, Options, Callback])",,String,,,"; Arranges a variable's contents in alphabetical, numerical, or random order (optionally removing duplicates).",
Functions.xml,Method,"SoundBeep([Frequency, Duration])",,EmptyString,,,; Emits a tone from the PC speaker.,
Functions.xml,Method,"SoundGetInterface(IID [, Component, Device])",,Integer,,,; Retrieves a native COM interface of a sound device or component.,
Functions.xml,Method,"SoundGetMute([Component, Device])",,Integer,,,; Retrieves a mute setting of a sound device.,
Functions.xml,Method,"SoundGetName([Component, Device])",,String,,,; Retrieves the name of a sound device or component.,
Functions.xml,Method,"SoundGetVolume([Component, Device])",,Float,,,; Retrieves a volume setting of a sound device.,
Functions.xml,Method,"SoundPlay(Filename [, Wait])",,EmptyString,,,"; Plays a sound, video, or other supported file type.",
Functions.xml,Method,"SoundSetMute(NewSetting [, Component, Device])",,EmptyString,,,; Changes a mute setting of a sound device.,
Functions.xml,Method,"SoundSetVolume(NewSetting [, Component, Device])",,EmptyString,,,; Changes a volume setting of a sound device.,
Functions.xml,Method,"SplitPath(Path , &OutFileName, &OutDir, &OutExtension, &OutNameNoExt, &OutDrive)",,EmptyString,,,"; Separates a file name or URL into its name, directory, extension, and drive.",
Functions.xml,Method,Sqrt(Number),,Number,,,; Returns the square root of the specified number.,
Functions.xml,Method,"StatusBarGetText([SectionNum, WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Retrieves the text from a standard status bar control.,
Functions.xml,Method,"StatusBarWait([BarText, Timeout, SectionNum, WinTitle, WinText, Interval, NotInTitle, NotInText])",,Integer,,,; Waits until a window's status bar contains the specified string.,
Functions.xml,Method,"StrCompare(String1, String2 [, CaseSense])",,Integer,,,; Compares two strings alphabetically.,
Functions.xml,Method,"StrGet(Source [, Length, Encoding])",,String,,,"; Copies a string from a memory address or buffer, optionally converting it from a given code page.",
Functions.xml,Method,"StrGet(Source [, Encoding])",,String,,,"; Copies a string from a memory address or buffer, optionally converting it from a given code page.",
Functions.xml,Method,StrLen(String),,Integer,,,; Retrieves the count of how many characters are in a string.,
Functions.xml,Method,StrLower(String),,String,,,; Converts a string to lowercase.,
Functions.xml,Method,StrPtr(Value),,Integer,,,; Returns the current memory address of a string.,
Functions.xml,Method,"StrPut(String, Target [, Length, Encoding])",,Integer,,,"; Copies a string to a memory address or buffer, optionally converting it to a given code page.",
Functions.xml,Method,"StrPut(String, Target [, Encoding])",,Integer,,,"; Copies a string to a memory address or buffer, optionally converting it to a given code page.",
Functions.xml,Method,"StrPut(String [, Encoding])",,Integer,,,"; Copies a string to a memory address or buffer, optionally converting it to a given code page.",
Functions.xml,Method,"StrReplace(Haystack, Needle [, ReplaceText, CaseSense, &OutCount, Limit])",,String,,,; Replaces the specified substring with a new string.,
Functions.xml,Method,"StrSplit(String [, Delimiters, OmitChars, MaxParts])",,Array,,,; Separates a string into an array of substrings using the specified delimiters.,
Functions.xml,Method,StrTitle(String),,String,,,; Converts a string to title case.,
Functions.xml,Method,StrUpper(String),,String,,,; Converts a string to uppercase.,
Functions.xml,Method,"SubStr(String, StartingPos [, Length])",,String,,,; Retrieves one or more characters from the specified position in a string.,
Functions.xml,Method,Suspend([NewState]),,EmptyString,,,; Disables or enables all or selected hotkeys and hotstrings.,
Functions.xml,Method,SysGet(Property),,Integer,,,"; Retrieves dimensions of system objects, and other system properties.",
Functions.xml,Method,SysGetIPAddresses(),,Array,,,; Returns an array of the system's IPv4 addresses.,
Functions.xml,Method,Tan(Number),,Number,,,; Returns the trigonometric tangent of the specified number.,
Functions.xml,Method,"Thread(NoTimers [, False])",,EmptyString,,,; Sets the priority or interruptibility of threads. It can also temporarily disable all timers.,
Functions.xml,Method,"Thread(Priority, Level)",,EmptyString,,,; Sets the priority or interruptibility of threads. It can also temporarily disable all timers.,
Functions.xml,Method,"Thread(Interrupt [, Duration, LineCount])",,EmptyString,,,; Sets the priority or interruptibility of threads. It can also temporarily disable all timers.,
Functions.xml,Method,"ToolTip([Text, X, Y, WhichToolTip])",,Integer,,,OR EmptyString                                                                               ; Shows an always-on-top window anywhere on the screen.,
Functions.xml,Method,"TraySetIcon([FileName, IconNumber, Freeze])",,EmptyString,,,; Changes the script's tray icon (which is also used by GUI and dialog windows).,
Functions.xml,Method,"TrayTip([Text, Title, Options])",,EmptyString,,,"; Shows a balloon message window or, on Windows 10 and later, a toast notification near the tray icon.",
Functions.xml,Method,"Trim(String [, OmitChars])",,String,,,; Trims characters from the beginning and/or end of a string.,
Functions.xml,Method,Type(Value),,String,,,; Returns the class name of a value.,
Functions.xml,Method,"VarSetStrCapacity(&TargetVar [, RequestedCapacity])",,Integer,,,"; Enlarges a variable's holding capacity or frees its memory. This is not normally needed, but may be used with DllCall or SendMessage or to optimize repeated concatenation.",
Functions.xml,Method,"VerCompare(VersionA, VersionB)",,Integer,,,; Compares two version strings.,
Functions.xml,Method,"WinActivate([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Activates the specified window.,
Functions.xml,Method,"WinActivateBottom([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Same as WinActivate except that it activates the bottommost matching window rather than the topmost.,
Functions.xml,Method,"WinActive([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Checks if the specified window is active and returns its unique ID (HWND).,
Functions.xml,Method,"WinClose([WinTitle, WinText, SecondsToWait, NotInTitle, NotInText])",,EmptyString,,,; Closes the specified window.,
Functions.xml,Method,"WinExist([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Checks if the specified window exists and returns the unique ID (HWND) of the first matching window.,
Functions.xml,Method,"WinGetClass([WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Retrieves the specified window's class name.,
Functions.xml,Method,"WinGetClientPos([&X, &Y, &Width, &Height, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Retrieves the position and size of the specified window's client area.,
Functions.xml,Method,"WinGetControls([WinTitle, WinText, NotInTitle, NotInText])",,Array,,,; Returns the control names for all controls in the specified window.,
Functions.xml,Method,"WinGetControlsHwnd([WinTitle, WinText, NotInTitle, NotInText])",,Array,,,; Returns the unique ID numbers for all controls in the specified window.,
Functions.xml,Method,"WinGetCount([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns the number of existing windows that match the specified criteria.,
Functions.xml,Method,"WinGetExStyle([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns the extended style of the specified window.,
Functions.xml,Method,"WinGetID([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns the unique ID number of the specified window.,
Functions.xml,Method,"WinGetIDLast([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns the unique ID number of the last/bottommost window if there is more than one match.,
Functions.xml,Method,"WinGetList([WinTitle, WinText, NotInTitle, NotInText])",,Array,,,; Returns the unique ID numbers of all existing windows that match the specified criteria.,
Functions.xml,Method,"WinGetMinMax([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns a non-zero number if the specified window is maximized or minimized.,
Functions.xml,Method,"WinGetPID([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns the Process ID number of the specified window.,
Functions.xml,Method,"WinGetPos([&OutX, &OutY, &OutWidth, &OutHeight, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Retrieves the position and size of the specified window.,
Functions.xml,Method,"WinGetProcessName([WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Returns the name of the process that owns the specified window.,
Functions.xml,Method,"WinGetProcessPath([WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Returns the full path and name of the process that owns the specified window.,
Functions.xml,Method,"WinGetStyle([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,; Returns the style of the specified window.,
Functions.xml,Method,"WinGetText([WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Retrieves the text from the specified window.,
Functions.xml,Method,"WinGetTitle([WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Retrieves the title of the specified window.,
Functions.xml,Method,"WinGetTransColor([WinTitle, WinText, NotInTitle, NotInText])",,String,,,; Returns the color that is marked transparent in the specified window.,
Functions.xml,Method,"WinGetTransparent([WinTitle, WinText, NotInTitle, NotInText])",,Integer,,,or EmptyString                                                     ; Returns the degree of transparency of the specified window.,
Functions.xml,Method,"WinHide[WinTitle, WinText, NotInTitle, NotInText]()",,EmptyString,,,; Hides the specified window.,
Functions.xml,Method,"WinKill([WinTitle, WinText, SecondsToWait, NotInTitle, NotInText])",,EmptyString,,,; Forces the specified window to close.,
Functions.xml,Method,"WinMaximize([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Enlarges the specified window to its maximum size.,
Functions.xml,Method,"WinMinimize([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Collapses the specified window into a button on the task bar.,
Functions.xml,Method,WinMinimizeAll(),,EmptyString,,,; Minimizes or unminimizes all windows.,
Functions.xml,Method,WinMinimizeAllUndo(),,EmptyString,,,; Minimizes or unminimizes all windows.,
Functions.xml,Method,"WinMove([X, Y, Width, Height, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Changes the position and/or size of the specified window.,
Functions.xml,Method,"WinMoveBottom([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,"; Sends the specified window to the bottom of stack; that is, beneath all other windows.",
Functions.xml,Method,"WinMoveTop([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Brings the specified window to the top of the stack without explicitly activating it.,
Functions.xml,Method,"WinRedraw([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Redraws the specified window.,
Functions.xml,Method,"WinRestore([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Unminimizes or unmaximizes the specified window if it is minimized or maximized.,
Functions.xml,Method,"WinSetAlwaysOnTop([NewSetting, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Makes the specified window stay on top of all other windows (except other always-on-top windows).,
Functions.xml,Method,"WinSetEnabled(NewSetting [, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Enables or disables the specified window.,
Functions.xml,Method,"WinSetExStyle(Value [, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Changes the extended style of the specified window.,
Functions.xml,Method,"WinSetRegion([Options, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,"; Changes the shape of the specified window to be the specified rectangle, ellipse, or polygon.",
Functions.xml,Method,"WinSetStyle(Value [, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Changes the style of the specified window.,
Functions.xml,Method,"WinSetTitle(NewTitle [, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Changes the title of the specified window.,
Functions.xml,Method,"WinSetTransColor(Color [, WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Makes all pixels of the chosen color invisible inside the specified window.,
Functions.xml,Method,"WinSetTransparent(N, WinTitle, WinText, NotInTitle, NotInText)",,EmptyString,,,; Makes the specified window semi-transparent.,
Functions.xml,Method,"WinShow([WinTitle, WinText, NotInTitle, NotInText])",,EmptyString,,,; Unhides the specified window.,
Functions.xml,Method,"WinWait([WinTitle, WinText, Timeout, NotInTitle, NotInText])",,Integer,,,; Waits until the specified window exists.,
Functions.xml,Method,"WinWaitActive([WinTitle, WinText, Timeout, NotInTitle, NotInText])",,Integer,,,; Waits until the specified window is active or not active.,
Functions.xml,Method,"WinWaitClose([WinTitle, WinText, Timeout, NotInTitle, NotInText])",,Integer,,,; Waits until no matching windows can be found.,
Functions.xml,Method,"WinWaitNotActive([WinTitle, WinText, Timeout, NotInTitle, NotInText])",,Integer,,,; Waits until the specified window is active or not active.,
Module.xml,Key,#ClipboardTimeout,,,,,,Milliseconds
Module.xml,Key,#CommentFlag,,,,,,NewString
Module.xml,Key,#Delimiter,,,,,,
Module.xml,Key,#DerefChar,,,,,,
Module.xml,Key,#ErrorStdOut,,,,,,
Module.xml,Key,#EscapeChar,,,,,,NewChar
Module.xml,Key,#HotkeyInterval,,,,,,Milliseconds
Module.xml,Key,#HotkeyModifierTimeout,,,,,,Milliseconds
Module.xml,Key,#Hotstring,,,,,,NoMouse; EndChars NewChars; NewOptions
Module.xml,Key,#If,,,,,,"[, Expression ]"
Module.xml,Key,#IfTimeout,,,,,,Timeout
Module.xml,Key,#IfWinActive,,,,,,"[, WinTitle, WinText]"
Module.xml,Key,#IfWinExist,,,,,,"[, WinTitle, WinText]"
Module.xml,Key,#IfWinNotActive,,,,,,"[, WinTitle, WinText]"
Module.xml,Key,#IfWinNotExist,,,,,,"[, WinTitle, WinText]"
Module.xml,Key,#Include,,,,,,FileOrDirName; <LibName>
Module.xml,Key,#IncludeAgain,,,,,,FileOrDirName
Module.xml,Key,#InputLevel,,,,,,"[, Level]"
Module.xml,Key,#InstallKeybdHook,,,,,,
Module.xml,Key,#InstallMouseHook,,,,,,
Module.xml,Key,#KeyHistory,,,,,,MaxEvents
Module.xml,Key,#LTrim,,,,,,[On|Off]
Module.xml,Key,#MaxHotkeysPerInterval,,,,,,Value
Module.xml,Key,#MaxMem,,,,,,Megabytes
Module.xml,Key,#MaxThreads,,,,,,Value
Module.xml,Key,#MaxThreadsBuffer,,,,,,On|Off
Module.xml,Key,#MaxThreadsPerHotkey,,,,,,Value
Module.xml,Key,#MenuMaskKey,,,,,,KeyName
Module.xml,Key,#NoEnv,,,,,,
Module.xml,Key,#NoTrayIcon,,,,,,
Module.xml,Key,#Persistent,,,,,,
Module.xml,Key,#SingleInstance,,,,,,[Force|Ignore|Off]
Module.xml,Key,#UseHook,,,,,,[On|Off]
Module.xml,Key,#Warn,,,,,,"[, WarningType, WarningMode]"
Module.xml,Key,#WinActivateForce,,,,,,
Module.xml,Key,.__Handle,,,,,,
Module.xml,Key,._NewEnum,,,,,,
Module.xml,Key,.AtEOF,,,,,,
Module.xml,Key,.Bind,,,,,,(Parameters)
Module.xml,Key,.Call,,,,,,(Parameters)
Module.xml,Key,.Clone,,,,,,
Module.xml,Key,.Close,,,,,,
Module.xml,Key,.Count,,,,,,
Module.xml,Key,.Delete,,,,,,"(Key); (FirstKey, LastKey)"
Module.xml,Key,.Encoding,,,,,,
Module.xml,Key,.GetAddress,,,,,,(Key)
Module.xml,Key,.GetCapacity,,,,,,([Key])
Module.xml,Key,.HasKey,,,,,,(Key)
Module.xml,Key,.Insert,,,,,,"(Value); (StringOrObjectKey, Value); (Pos, Value1 [, Value2, ... ValueN ])"
Module.xml,Key,.InsertAt,,,,,,"(Pos, Value1 [, Value2, ... ValueN])"
Module.xml,Key,.IsBuiltIn,,,,,,
Module.xml,Key,.IsByRef,,,,,,(ParamIndex)
Module.xml,Key,.IsOptional,,,,,,(ParamIndex)
Module.xml,Key,.IsVariadic,,,,,,
Module.xml,Key,.Length,,,,,,
Module.xml,Key,.MaxIndex,,,,,,
Module.xml,Key,.MaxParams,,,,,,
Module.xml,Key,.MinIndex,,,,,,
Module.xml,Key,.MinParams,,,,,,
Module.xml,Key,.Name,,,,,,
Module.xml,Key,.Pop,,,,,,
Module.xml,Key,.Pos,,,,,,
Module.xml,Key,.Position,,,,,,
Module.xml,Key,.Push,,,,,,"([ Value, Value2, ..., ValueN ])"
Module.xml,Key,.RawRead,,,,,,"(VarOrAddress, Bytes)"
Module.xml,Key,.RawWrite,,,,,,"(VarOrAddress, Bytes)"
Module.xml,Key,.Read,,,,,,([Characters])
Module.xml,Key,.ReadChar,,,,,,
Module.xml,Key,.ReadDouble,,,,,,
Module.xml,Key,.ReadFloat,,,,,,
Module.xml,Key,.ReadInt,,,,,,
Module.xml,Key,.ReadInt64,,,,,,
Module.xml,Key,.ReadLine,,,,,,
Module.xml,Key,.ReadShort,,,,,,
Module.xml,Key,.ReadUChar,,,,,,
Module.xml,Key,.ReadUInt,,,,,,
Module.xml,Key,.ReadUShort,,,,,,
Module.xml,Key,.Remove,,,,,,"(Key); (Key, """"); (FirstKey, LastKey)"
Module.xml,Key,.RemoveAt,,,,,,"(Pos [, Length])"
Module.xml,Key,.Seek,,,,,,"(Distance [, Origin = 0])"
Module.xml,Key,.SetCapacity,,,,,,"(MaxItems); (Key, ByteSize)"
Module.xml,Key,.Tell,,,,,,
Module.xml,Key,.Write,,,,,,(String)
Module.xml,Key,.WriteChar,,,,,,(Num)
Module.xml,Key,.WriteDouble,,,,,,(Num)
Module.xml,Key,.WriteFloat,,,,,,(Num)
Module.xml,Key,.WriteInt,,,,,,(Num)
Module.xml,Key,.WriteInt64,,,,,,(Num)
Module.xml,Key,.WriteLine,,,,,,([String])
Module.xml,Key,.WriteShort,,,,,,(Num)
Module.xml,Key,.WriteUChar,,,,,,(Num)
Module.xml,Key,.WriteUInt,,,,,,(Num)
Module.xml,Key,.WriteUShort,,,,,,(Num)
Module.xml,Key,__Call,,,,,,"(Name [, Params...])"
Module.xml,Key,__Class,,,,,,
Module.xml,Key,__Delete,,,,,,
Module.xml,Key,__Get,,,,,,"([Key, Key2, ...])"
Module.xml,Key,__Init,,,,,,
Module.xml,Key,__New,,,,,,([Params...])
Module.xml,Key,__Set,,,,,,"([Key, Key2, ...], Value)"
Module.xml,Key,A_AhkPath,,,,,,
Module.xml,Key,A_AhkVersion,,,,,,
Module.xml,Key,A_AppData,,,,,,
Module.xml,Key,A_AppDataCommon,,,,,,
Module.xml,Key,A_AutoTrim,,,,,,
Module.xml,Key,A_BatchLines,,,,,,
Module.xml,Key,A_CaretX,,,,,,
Module.xml,Key,A_CaretY,,,,,,
Module.xml,Key,A_ComputerName,,,,,,
Module.xml,Key,A_ControlDelay,,,,,,
Module.xml,Key,A_CoordModeCaret,,,,,,
